,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,id,category,label_h,label_e,label_x,label_a,label_c,label_o
43,-119.50848060364953,-100.6367004342078,-104.72757961331767,-111.45886260692089,-116.79910906223581,-113.52572893916141,-116.04025754357325,-122.72569752676021,-122.26568072086107,-123.51598169355013,-122.25069919702158,-120.52966916221321,-123.48367583823932,-125.96292499342607,-123.89482033584653,-121.82980797397983,-123.40835550038452,-125.85282073967082,-125.98219252780086,-126.29459561081558,-127.5719280531224,-125.72498893925074,-124.31516649437584,-121.74021010160371,-118.1896902951898,-112.82247822716567,-114.00298110233102,-118.9964534605801,-123.18026619960726,-124.38630514071849,-125.35253179592587,-126.85175208048716,-127.34607775950438,-127.08628588089579,-128.3188523765782,-128.24967516104553,-127.93791901114278,-128.14804607496248,-129.1673033336318,-128.86569586197086,-128.13934859964343,-128.89065921182342,-129.70551346292953,-129.57048363390845,-129.43872070373243,-129.35478602146563,-129.16665176296442,-131.00945626688986,-131.39390809425734,-131.55657483291034,-131.63485234168436,-133.757583081275,-130.79310955479164,-131.40834026230718,-132.37338086273513,-131.94384946419396,-132.313727129881,-132.17482477826908,-132.9900152117492,-132.40205704669057,-131.9011395575551,-132.36606479219108,-132.08404083375763,-132.26825537996913,-135.8092465079449,2,1,1.0,0.0,0.0,0.0,0.0,0.0
44,-123.9998001233836,-114.43730390078872,-115.80710575466226,-118.31163925579551,-117.20557098938521,-113.08053173469312,-116.35927847139857,-121.78666989339676,-122.03988557031235,-122.07738623935946,-121.88627780928081,-121.79984716902247,-124.5844554787277,-125.31768588907637,-122.94177519000249,-123.36292620020266,-125.20616893565119,-126.11331409274652,-127.55826884233176,-127.63101445072202,-127.32670951889142,-126.54801391879326,-128.60373969451058,-128.6193305597942,-126.93969273505083,-115.25025523321382,-114.63139263881712,-126.46738371351448,-127.91463653841843,-129.08886558359006,-128.6168696413502,-129.0309662891289,-128.15633045997012,-127.22974970551171,-128.43312205579588,-129.93678876697214,-130.0342624802881,-129.1872647440831,-128.49345041544527,-129.5235210632652,-130.38238789355984,-130.2272117064954,-130.53152131946626,-130.97749049851382,-130.89398601484248,-130.81858267554952,-130.64768274541433,-131.92208183820537,-131.40131680722786,-132.73681401901666,-132.13761621228304,-133.4988394317858,-133.79340380201822,-133.0497950214651,-132.70957668078165,-133.20665613464934,-132.8101091276606,-133.22877516607088,-134.06565081847504,-133.84844972493818,-133.8467116810717,-134.8950592307614,-135.32244238139623,-136.22138272037694,-137.970739064794,2,1,1.0,0.0,0.0,0.0,0.0,0.0
45,-122.86212121572424,-112.69903310793572,-116.57708472595971,-118.27081172243228,-118.80396783778296,-117.83646603631048,-119.29531589099483,-120.90116302742143,-122.56369464021697,-124.5624461269368,-122.84184208587405,-123.98378643536823,-124.61404493466263,-126.1974122602125,-125.56828853763177,-123.97742632149377,-125.6605273528448,-127.65346497451301,-128.70207883970116,-128.6430154276442,-130.39783546557163,-129.14852357801726,-128.5785742624872,-128.40676172375265,-124.73967935993436,-117.57978492066725,-117.23031578914129,-124.27119608502403,-128.83083972332412,-129.66947999424275,-131.1005782600245,-131.3435583491271,-129.2730722328905,-129.61754233108616,-131.26312070897714,-131.96833789888638,-131.63741513462003,-131.22070129076087,-131.4581483572859,-131.94118603481027,-131.21197795836437,-131.8521267594345,-131.96755594084988,-131.96292882293542,-133.2667400125581,-134.16791693158856,-133.01331171658012,-132.79273915172934,-132.63383235036838,-133.50083650856732,-134.80149178477248,-137.20262578527817,-136.51902806008417,-135.65046500428008,-135.75846840016285,-136.1778988549646,-135.42136240568607,-134.83325333193113,-134.72346409251082,-135.9798981501834,-136.42212766190806,-136.5577092642818,-136.68529204565414,-136.39436121960264,-139.91622407446653,2,1,1.0,0.0,0.0,0.0,0.0,0.0
46,-102.24090716674633,-96.92729576134283,-104.32130634615183,-115.61213862353789,-116.51105730868947,-114.09433720666242,-117.21998129275195,-122.4528561238673,-123.08625816619309,-124.94513243598738,-123.39919872946821,-123.1535720751832,-126.00005642498644,-125.89426684601432,-124.87574074784231,-124.74221428105388,-127.10183925757647,-127.84382184050983,-128.85110587568954,-128.39378289382975,-127.68443855023044,-127.5621671716042,-127.19266551185875,-126.04329078803475,-122.892326136317,-119.1709178536245,-120.31157644425457,-120.6789248973797,-124.50900787453413,-127.6836054881388,-128.90618987596065,-128.71877450145757,-129.7314488065096,-130.827719761078,-131.38367905561978,-131.02181558018984,-131.88322420458496,-132.48137015913267,-131.95090722237694,-131.76750951490564,-130.62722342751601,-132.3736663253071,-133.81928347541628,-132.37994421226006,-133.56228566409976,-133.95660214621444,-134.18482766219543,-134.19956990204105,-133.30259455000967,-132.64315085839203,-135.13356888452265,-136.7802833844899,-135.19067765261735,-135.32173672171723,-134.63612271823587,-136.08040071467082,-136.22245051076848,-136.7650868453455,-135.81764373537428,-136.03337508899625,-136.90561430977573,-136.73313884637133,-136.79634447015718,-137.99599179037008,-140.87081712391893,2,1,1.0,0.0,0.0,0.0,0.0,0.0
47,-122.94203554138207,-113.75176386518534,-115.86308312090436,-117.56451521835126,-117.61948022535584,-115.65872357430793,-118.40154794578308,-123.69100004810923,-123.35413175500248,-121.62641537891844,-120.00485809814495,-122.38301637612088,-124.74314280090678,-124.22316454011712,-122.75070059778227,-123.69159739368035,-127.1760746797346,-127.8488197225502,-128.25153740186911,-128.18140365147485,-130.18024620239063,-130.04253796849954,-128.38135933169758,-129.1472974168048,-129.41686624258983,-131.451692338461,-131.35429595204917,-131.8096417155088,-130.39239534752787,-130.189977008359,-130.14915108840813,-131.3432573814912,-131.7673788977312,-130.52632057634943,-131.5449393053719,-131.696856615064,-131.40316219302153,-132.20251763356512,-131.77680750773047,-132.16986600909192,-133.14894102742247,-133.6693751229348,-133.59731272974136,-133.0540747081596,-132.75050320817616,-133.55777508916526,-133.81088513848732,-133.4687050732166,-134.37600853483366,-136.2151513502838,-135.7407093209633,-137.04688445149236,-135.80767286372927,-134.8680526919731,-133.6240706558882,-135.87282346669622,-136.76219441944863,-135.46665216788205,-135.0496767140063,-136.80445523088449,-136.8162053512955,-136.85926596086435,-137.1689976773575,-136.6510604357006,-141.26539431046234,2,1,1.0,0.0,0.0,0.0,0.0,0.0
48,-106.20073020851434,-99.39143794266776,-101.09026669216966,-108.01503047683067,-114.87620269669776,-116.26381302431639,-118.44669478456957,-122.20101051948714,-123.04555621502395,-122.21932650155468,-122.23500974097645,-122.76082516972883,-124.98438407190301,-125.2674375467793,-124.46418171084629,-123.05287887507274,-126.97713714232577,-129.4201968033854,-130.14134048311774,-129.2831568104989,-128.9213101362987,-128.90668474876355,-129.2131334436878,-129.76075960933838,-130.32460998588232,-130.9143339134334,-131.72717865185444,-131.64988443834136,-131.18244415941362,-131.56393895655043,-131.37494350127346,-131.05269550484942,-131.83849171070088,-131.50149510882875,-131.1511022333295,-131.84209056877035,-132.39536874914154,-132.54841801863375,-132.5572179160024,-133.08359415861466,-133.17105377569985,-132.94390932621172,-133.0751439742193,-133.70338575359986,-133.93534469667878,-134.18742520563885,-134.80155539827217,-133.7036514173953,-133.69848068975114,-134.8351844867214,-134.5495292302751,-137.2460723390285,-135.7899040927084,-135.2035760944528,-135.19651197609357,-135.3926773261482,-136.75530444629712,-136.83472615894684,-137.5056601916525,-136.7533182072191,-137.5229202638659,-137.77750679382862,-137.12801192293347,-136.68492223259418,-138.0937725738645,2,1,1.0,0.0,0.0,0.0,0.0,0.0
49,-106.02905645199118,-96.68629321014491,-104.01078112292126,-112.5491145364812,-117.81033741707515,-117.07080643747955,-117.65180596528779,-120.21170177826087,-122.69937510533995,-122.62240730270037,-122.35758358982838,-122.45747810470625,-123.82533556543464,-125.5952027920179,-124.58850477329665,-123.79618511164124,-125.65521585884315,-127.5110344247512,-128.31912756542326,-129.74557044586703,-128.16431686911895,-129.2573576782321,-128.2965717263271,-127.01129785129622,-127.86900402344969,-131.25086766268274,-130.33189252090148,-129.07346994488972,-130.2117397059965,-130.84672555089398,-130.20833857916978,-130.73875891859242,-131.66437544348804,-130.56623618036076,-131.44597555136554,-131.29846545506177,-131.90153748340836,-132.848248289431,-132.645156390747,-131.03036213531945,-132.57011462810408,-132.9641379008532,-132.59498736688866,-132.84886493181375,-133.08177766025025,-132.8039644461161,-132.56867798233918,-134.63576877148608,-134.97918924031313,-134.25108815454533,-135.32605339995075,-136.78045073126614,-136.62392531919392,-134.4751129177607,-136.398119914401,-136.93385088959903,-135.2226648550047,-136.53820189276192,-137.0695487287839,-138.55546890774303,-136.82717024847992,-135.90824499028264,-137.57049048273728,-138.07179084627847,-140.81141189315045,2,1,1.0,0.0,0.0,0.0,0.0,0.0
50,-93.64248062958941,-86.85018995588754,-91.59108261671167,-97.92649130211527,-104.07115661263674,-109.24821294288762,-112.60948762855149,-114.63692796375751,-117.7330760113413,-116.94463066951266,-116.0051740229338,-115.96480118308236,-116.13072490182907,-116.85528691707174,-118.19912724354398,-118.52284217555737,-117.72188123704039,-117.45247808530411,-117.93254685938577,-117.20398712087214,-117.9402544991886,-118.43735043050387,-117.92739258216878,-117.5432740414422,-118.8842640779791,-119.4238554829123,-120.36852875781955,-119.71604175333403,-119.19065479934508,-118.99780835917124,-118.85547423891538,-119.736045265345,-120.28782034424995,-119.19000182553006,-119.62621015071963,-121.20532462293926,-122.21499697523505,-122.24744845076435,-121.11802576343558,-122.10595401185785,-121.3949113937858,-122.72021223518158,-123.78535867259153,-123.62827236148348,-122.83309902318207,-124.91372376532993,-125.52965638371916,-125.3907428921612,-125.51682570023176,-125.72957494714942,-125.72078265776788,-128.53667430867614,-128.07478216845743,-127.48480493070039,-127.21104157563838,-127.55297701919483,-128.45346294557706,-128.80031900798454,-127.97133268001886,-127.7679885051547,-129.65975938609122,-128.6923453938349,-128.44132589999737,-129.31583255054795,-132.57576278383988,3,2,0.0,0.0,0.0,0.0,1.0,1.0
51,-100.23549385842756,-94.03684577223304,-97.18730516829885,-103.64404047538187,-110.19567419071804,-117.51210819004513,-119.21403412146034,-120.96996593703089,-119.72768061514986,-118.82917436433578,-118.05781903475463,-117.70822718934394,-118.31450759582319,-119.22436461377981,-120.7308306252891,-120.89229475033235,-120.5598761526922,-120.09915861257716,-119.9730298823076,-120.88418577792716,-119.51727335015957,-120.49795099646514,-122.07062253596493,-121.337783184639,-123.11868682722616,-122.45043081159189,-121.3284637569153,-120.48898235876149,-122.34556173990727,-122.7338493983762,-122.26318276630249,-121.90004836055459,-122.44356853761069,-123.03851345410543,-123.76167621694222,-123.24266933202993,-122.87471964374417,-124.03612116659846,-124.21291749007251,-124.47169436074346,-124.39679964430512,-125.07554493368943,-125.2524021295863,-126.18263441616448,-126.64896587128189,-126.95847440396072,-127.05795073165739,-128.0678668478173,-127.93663005603,-128.14860051611637,-128.56836130462193,-130.36473448265608,-129.72244313498004,-129.66644640324887,-128.6913940536145,-128.57455389077222,-128.41504861070146,-128.5363176027718,-128.79046377537696,-130.1237994533548,-130.55321711911745,-131.729026084591,-130.95201846284002,-131.18889372489033,-133.9124810643494,3,2,0.0,0.0,0.0,0.0,1.0,1.0
52,-102.48451391963201,-96.0670551600419,-99.61736608187793,-105.55632704714097,-112.04292811643384,-116.98488245054321,-119.84107369957478,-122.04952118786917,-121.51820362556832,-120.33725254416694,-120.17002801321978,-121.63973764398129,-121.34574378826417,-120.28225936170594,-120.31851680557871,-122.58872563572456,-122.16216425416867,-122.77130946242293,-121.58672095303791,-119.88325940079675,-120.81824747785048,-121.85554120301325,-121.9051737083705,-121.9941471599277,-122.21317988767863,-122.20970378933768,-124.3794511412792,-123.73418068456004,-122.88196400432946,-122.9010773835808,-123.54045275632873,-124.36931624743852,-124.62936856800499,-124.3325613149782,-124.06770707590063,-124.1583376356357,-124.3040501153105,-124.0412950957554,-124.14258272414877,-124.9272067286154,-125.98743468102954,-126.51204820215906,-127.56023294910352,-127.41141012275513,-127.1144572538868,-127.23605807968357,-128.1075711619276,-128.517551048098,-127.59848129750695,-129.38567120890264,-129.70400254216386,-131.27836649807472,-129.92460318313792,-129.65014572725954,-131.3096673241965,-129.71751090166558,-131.2478509358202,-131.06753572827694,-132.67505098866638,-132.46476411369704,-133.24329000413383,-133.39268338067848,-133.1498984775697,-132.60376229949694,-135.69965913258446,3,2,0.0,0.0,0.0,0.0,1.0,1.0
53,-104.26037452358034,-92.02493013445545,-97.85044587048708,-104.27472141513987,-110.851539228806,-116.52417011351292,-118.24135052417688,-119.98086530969374,-120.42692280796685,-120.00995898702132,-119.12745696584494,-117.95713625558096,-119.31793730614926,-120.58051291027357,-118.94301766397038,-120.8870591151733,-119.75494966235777,-120.39284329090097,-122.12659329713041,-121.17621247654684,-121.94391051476248,-120.16927605206617,-119.4863100756503,-120.64537521057869,-121.51872168887942,-122.79085631734131,-123.77397873376027,-122.48982606871282,-122.02432142390478,-123.6706498099859,-123.66663778215093,-122.43381373044501,-123.17333883692538,-124.42831488576579,-123.81265871721499,-124.3919662643291,-125.11100479704133,-125.25179910651971,-126.2180957769566,-124.4672567103157,-125.64186690346287,-126.99805912728917,-126.69151420291585,-125.85136783602621,-127.81788727548334,-127.15688884890395,-129.80923576129362,-129.87473243439067,-129.46872758208434,-128.83295562556694,-128.8292166015033,-131.32169498316077,-131.24093158366276,-130.25569726227744,-130.9257864107907,-131.06437788189479,-131.56177473474355,-130.2116079239952,-131.23248452728578,-131.4684226828424,-131.41593535506163,-132.01666279016194,-133.79856209171237,-132.8833722635088,-135.05364881818747,3,2,0.0,0.0,0.0,0.0,1.0,1.0
54,-99.11392272782615,-90.83474021445717,-94.29496263285665,-101.614908948505,-108.75501867234503,-115.78172814061608,-118.27463554372412,-120.47438758408887,-119.37756163244138,-119.13425271999014,-120.65690010240476,-120.86550689221916,-121.24999827227168,-121.20506250313153,-122.18955669204831,-121.95632161212721,-122.64402143921119,-122.36371413858637,-121.93082790333357,-121.20145071031872,-120.1924419254138,-120.44808863609973,-121.00190828315208,-121.99987474303073,-121.52902162298254,-122.55819127720125,-123.51203037584902,-122.52915152674832,-122.25708875238888,-122.43660750986784,-123.25920976131113,-124.1347982862731,-124.48204845803552,-124.84429250759979,-125.03211210691325,-124.6781235473236,-124.46523036334641,-125.44455121252247,-125.51170830468756,-125.90848543834622,-126.7168018462101,-126.04425842078936,-127.10716835264698,-127.72866151468122,-128.35976746478255,-128.23785116235211,-127.47576386125148,-127.1566014949943,-128.25930311441115,-129.25524567146186,-129.98205000372135,-131.7584962693545,-131.08129459405166,-131.30291001066269,-130.12356344893684,-130.72769444689249,-133.07746204723412,-131.87415482501336,-130.7981782036888,-131.97176321741858,-131.29595857625137,-131.32708117252088,-132.3450550459255,-132.64144169755636,-135.94938803716175,3,2,0.0,0.0,0.0,0.0,1.0,1.0
55,-98.4696267709991,-90.53762280296887,-94.77112703737282,-102.25783613585223,-109.78796362756329,-113.8132857738622,-116.08751730962672,-118.32295289097178,-118.26813468851164,-118.45687085408079,-120.05401365241033,-120.23094571592438,-120.23202021662983,-119.77874005061466,-119.6329162840096,-122.17229346721831,-121.93763427954266,-120.9831521600558,-120.51619968312306,-121.97480576682784,-121.73922650471526,-121.58311242876619,-121.44237356493122,-122.5155221398976,-122.09928417079274,-122.23492742275809,-123.24434250258815,-122.74405046912904,-123.50034329399426,-124.18607558380286,-124.40554227506018,-123.98224249610024,-124.64419444715075,-123.7280979576144,-123.38894409449979,-123.09199854734581,-123.4234229539847,-124.19379574005703,-124.16742239239161,-125.75916547880018,-125.41798289336653,-125.40883910788838,-125.26535295704312,-126.76965214108749,-127.9919257472575,-128.07313160585736,-126.84630112297731,-127.98292476654655,-128.9159167434912,-130.20241954963055,-130.2717065552084,-131.30593000586214,-130.67076340541416,-130.34356745566106,-129.5404992486697,-130.13820187006866,-131.95475834367284,-130.64345441723594,-131.20880804148493,-131.32489367838022,-130.9327770690413,-131.4093947225702,-133.0699061253935,-132.5859069710687,-136.20915738544713,3,2,0.0,0.0,0.0,0.0,1.0,1.0
56,-110.27215800215608,-94.93674759189055,-98.7645137803699,-105.07988096271333,-111.86036970563394,-115.64071237436332,-117.5718337242826,-120.18630029544205,-121.33164834506873,-120.93816968883064,-119.39733492409978,-118.79449593032503,-119.43633983987041,-120.7556500474006,-121.5524047444452,-122.22722346278326,-122.1015279097814,-121.32853796838363,-121.30317614609572,-121.70337217298584,-121.57202516298598,-121.75998932607813,-121.41947470954506,-121.76234075231848,-121.49172318269703,-122.68550003229196,-124.46008999371783,-122.17948765418342,-122.45851556211848,-123.67304309858105,-125.27577464283327,-124.91617974629968,-123.75988032041698,-123.2447478888917,-123.58502296296751,-124.96208125595372,-125.3838254751229,-124.74461228628059,-125.90114255975959,-126.08866060951335,-125.01229018433625,-127.10732048838037,-126.7589033006,-127.60736702163928,-128.23548285225021,-128.386813532829,-127.897485049115,-128.31279307137603,-129.71238037677017,-129.87177215534194,-130.4762695784633,-131.17661304916248,-130.51415128698935,-131.5078622490388,-131.19853216565625,-130.96562007230824,-132.18427057623475,-131.46646998980955,-131.5851268250584,-132.2315560822088,-132.36055963143193,-131.64472546004617,-132.70405638668387,-132.22197745443475,-135.3273731835186,3,2,0.0,0.0,0.0,0.0,1.0,1.0
57,-100.2732738435332,-90.73418848593008,-95.19363681186,-101.37173544449466,-107.81225232677528,-112.70481504088212,-115.9255048226141,-118.8096408362537,-119.80108679637078,-120.71218164542762,-120.35725820097711,-120.633455161691,-121.15788525277124,-121.58585050196146,-121.43138455453544,-120.97590799209061,-120.98027717257722,-121.83018321161624,-121.54105439343314,-122.34339948545512,-121.37464623271893,-122.67402897631223,-122.88816569873933,-121.7430129699751,-122.73471375293637,-124.16499325944663,-125.2475950938271,-123.9804951353034,-124.62596691837541,-122.0143860372678,-122.59895997995046,-125.38893514032688,-125.33730968123112,-125.33031181319097,-125.08020201324358,-125.79224182149515,-125.61234440870004,-124.99153591678089,-126.17103457948993,-127.91743943493276,-127.68455187520593,-126.96016356782083,-127.50626471820013,-128.58837480359645,-127.90424034511842,-128.16964784173095,-129.0280417001383,-128.78320392521474,-129.54385011298515,-129.65569512848293,-130.99540440530697,-132.56984942705054,-131.47361503066887,-131.81859608897497,-130.89965377156804,-132.30957507798138,-132.44704960895663,-132.535801266533,-132.20438027882093,-133.2567927861657,-134.0624405927033,-134.13391574846062,-133.11113425164353,-133.9094464082424,-136.35413167498203,3,2,0.0,0.0,0.0,0.0,1.0,1.0
58,-97.67281868009968,-90.25947294087045,-93.28591485239146,-99.90147795949939,-106.35234061153069,-111.20055735483876,-115.49175672940765,-118.97566661696598,-120.76651648403335,-119.67942840188256,-119.1624877276509,-120.145743767205,-119.88387008952887,-120.41779245246917,-120.9894675192617,-119.4874021897563,-120.40687947002012,-120.97369738309757,-120.24778921050466,-120.57636942595923,-120.0181953210013,-121.27115405380104,-120.64009515734142,-118.82848632956878,-120.4163125896645,-122.01701494735181,-122.51624632641516,-122.88028802635942,-122.88587056112574,-123.33511473559429,-122.79215496272906,-122.9530616714839,-123.70548516659625,-124.03080485789309,-123.94319440413867,-125.02696989048613,-125.21215533084707,-125.02961291297916,-126.99294317322477,-124.44971064190261,-125.65760128900556,-127.56965813694885,-126.814684927009,-126.08552128917384,-127.00956599460574,-127.4591795490261,-127.27499804663918,-128.2027064462523,-129.00679976858294,-127.98454612835869,-131.11866095239083,-132.38997087145248,-132.66412478963196,-131.07355087172417,-131.3858768183618,-131.95088516845007,-132.53126674322868,-131.31251051361923,-131.50496064942163,-131.7522660816704,-132.58356308556446,-132.50752876158532,-133.1059542764798,-134.25877783426427,-138.67741727397683,3,2,0.0,0.0,0.0,0.0,1.0,1.0
59,-102.00200697105788,-94.68318266174802,-99.38175332558608,-106.35459994216336,-111.81405202297731,-115.34251485064368,-116.05845927513754,-119.42070228101718,-120.03419749061516,-120.35816352932801,-121.06682946470221,-120.64226732949652,-121.57362164134511,-122.07362012504979,-122.69461864732045,-122.49654986284324,-122.1604919924954,-121.49374376384615,-122.33206326244925,-122.88743603468933,-122.31000520646349,-122.96306162842944,-123.31343921255807,-122.71120437643008,-122.40777168264685,-123.5183514353931,-124.84739767989501,-124.690474686999,-124.51192715505033,-124.01247542933959,-124.07889574807373,-125.56777035415172,-125.20354368317086,-126.48583309186947,-125.27140347513905,-126.09306822886774,-127.31718696692282,-126.68502526511591,-126.80969415230584,-127.54386285852047,-127.1592557516947,-128.15180429736355,-127.91533455406677,-129.10141412545445,-129.13528507710237,-129.18864968464877,-130.71620254168036,-130.83831423709393,-131.05486881977782,-130.69797965467694,-131.4851349478951,-133.73858094148247,-133.41716480448613,-134.40250204079314,-133.57882702881162,-133.2586818406549,-132.86024287204816,-133.7155881231018,-134.96897114498032,-134.39769395860867,-135.6673038260134,-135.8853940148247,-134.85688088351714,-134.23976275553576,-136.80520890703363,3,2,0.0,0.0,0.0,0.0,1.0,1.0
60,-97.87576178581591,-90.5093747611277,-96.49129555856574,-104.21902112620388,-109.19194519630621,-112.33292690720188,-112.46150270448844,-116.80362638133879,-119.78499100649076,-119.79875804679733,-121.35163432700762,-121.43131628943108,-121.87391251887706,-121.59762415340586,-121.616562742356,-121.55378392858148,-122.00233680792137,-122.4003177142199,-122.38859852749074,-123.30046997282952,-124.71049946087442,-122.18888838385433,-124.07754244220213,-124.81352316207285,-125.25116555159025,-126.54743846804928,-125.3717251835394,-124.24329957073806,-124.55608404242497,-123.94242078930267,-124.98586374294243,-126.2046563562252,-126.192351025013,-127.15027539213955,-125.78626615276393,-126.33483151869059,-127.70238147658912,-128.14546170896557,-128.6683545871673,-128.8097322368081,-128.83703884992426,-129.37150273474626,-130.11059846165284,-130.69036884128477,-129.7025904843784,-129.5865265785409,-131.4890876765524,-132.3981674970566,-133.13690681171775,-133.28604520130898,-132.82464149856543,-135.12179251120696,-135.70477718022505,-135.18009008883487,-135.5156306556127,-134.03412915245042,-136.30065315118762,-136.02949792417806,-135.7490506140179,-136.34465688845114,-136.35554963892162,-137.6415896969213,-136.55280716564957,-137.91771101091635,-139.71680550465277,3,1,0.0,0.0,0.0,0.0,1.0,1.0
61,-104.29573404402183,-93.81901604324705,-96.5732245735827,-100.95719652650749,-106.28121704244646,-112.37030145867436,-115.19622007444161,-116.13828416019862,-116.67486410612865,-119.09436701586479,-119.26513093603842,-118.23653975895883,-119.53033994194234,-118.38118709105323,-118.26656553673982,-119.60756490037744,-118.26485154102613,-118.49842960127438,-117.75764444671552,-117.13335355654529,-117.46831029905431,-119.0972111002611,-119.07743378658213,-119.3967597493924,-118.6662865139223,-119.82287014910526,-121.16276613059385,-119.51622438863942,-119.06267306339096,-121.63929125926587,-121.46394636276767,-120.52115835594049,-120.59832728091342,-120.88660192834219,-122.13290166814423,-123.93504795131435,-123.67361081446846,-123.41291417425037,-123.90969682673175,-123.29895565940603,-124.84166790032756,-124.31866440881618,-124.40843127230629,-126.51836085648455,-126.56415501646671,-126.09681980138907,-125.6741351429952,-124.6994326144167,-127.55918420005696,-127.2509553090168,-127.3918762653434,-130.43121267479643,-127.39508915758267,-126.92424933984952,-127.96693016905292,-128.50053094206166,-130.74910414561893,-128.89173539860192,-130.8630633749436,-130.24474497505327,-128.76258397288808,-129.77039021260086,-130.0239434682669,-130.0239370180754,-133.8780407178643,3,1,0.0,0.0,0.0,0.0,1.0,1.0
62,-100.80091346304748,-91.76733782218,-100.57487006206499,-106.87068106904908,-112.74565017445818,-114.3572537811336,-117.36204437308699,-119.84424140620075,-119.3571500223726,-119.6633754195278,-119.2200444871275,-118.46078227637817,-119.0210171313042,-119.36998811075684,-119.30681858536799,-119.18523386443124,-120.33642219868533,-118.66177549086512,-120.9087624755186,-119.83940494663068,-120.08639559309246,-119.73668438349225,-119.27471532635167,-121.83443257474302,-121.61374701784405,-120.35798150355525,-121.79376732399885,-123.03242131330323,-121.00018580718941,-123.38766997303506,-123.26585563779943,-122.70167745005993,-121.9087808326118,-123.01422339102983,-122.34195853734587,-121.99327687895213,-123.61775824084391,-124.78366242236403,-123.43863169948081,-125.27968304474535,-124.04098618160879,-123.2375701564873,-122.61178171367072,-123.87450179342869,-124.74246455478283,-125.38054170658631,-126.65024747381861,-126.32251815404445,-126.65568682466608,-127.12377150473658,-128.3884262385572,-130.7484023900411,-128.050068132069,-128.02362957125115,-128.33278427116974,-126.97337804066896,-128.12003816397373,-129.14262242695636,-130.82848440738465,-129.39540033128662,-128.51712894905273,-130.23593385952597,-132.83821696234523,-129.3690728460134,-133.77101852070132,3,1,0.0,0.0,0.0,0.0,1.0,1.0
63,-99.95949269519232,-91.05967981657867,-97.62168879637599,-105.96892373253371,-110.6311452478988,-115.0070792401217,-117.0224169275551,-120.18263559774752,-121.57556425960638,-120.40876179172568,-120.42354386791524,-119.43550389616952,-119.82775435906058,-121.36029846550245,-120.86237077677148,-120.85398363244964,-121.12983509804293,-121.70663387703758,-120.4489791583893,-120.5880654541666,-120.93048804137455,-120.98426255556268,-121.39385163312205,-120.87885102572415,-121.295674585896,-121.62262891848161,-123.75091815184388,-122.8400681298833,-121.74740255583117,-122.94789759371122,-124.24646114900824,-122.97972839745694,-122.48499635802793,-123.4284767758152,-124.8456552371452,-124.90534283032306,-124.702867119939,-124.30745211621837,-124.73395206600571,-125.0812661331269,-126.24553448605585,-127.06085004904438,-127.23852176575724,-127.20878361423813,-127.67273744812809,-127.20309322174872,-127.57068558466428,-129.2042015009986,-128.02831039247164,-127.64233612026119,-127.33403189563788,-129.98826335115237,-129.37382421636897,-129.97524677179896,-130.20092712070837,-130.03501474666325,-130.55878782797524,-129.18180888920585,-130.06816466663676,-131.42483337335315,-130.64091944079993,-130.3306419872228,-131.08445937320047,-130.6667434011105,-133.9172175028799,3,1,0.0,0.0,0.0,0.0,1.0,1.0
64,-100.15044779052637,-93.51095082047756,-96.84426744547287,-105.51270377796739,-112.51416557853383,-115.68989294449742,-118.51639130744297,-119.32916351848205,-119.38353481683173,-120.69070330938652,-120.6505528990884,-122.4469599082594,-123.75077042182569,-123.68037880795411,-122.78617599307287,-121.41180145472777,-123.14722319202627,-123.6571924954884,-124.70158315461751,-123.74560306872993,-124.36857320113761,-124.3460608299738,-123.69745808897824,-124.57274095655067,-125.4432988799636,-125.61031566135361,-125.20100341130737,-125.39393275348195,-125.9678301040459,-125.96736033541555,-125.09167646523647,-125.15229640199229,-125.9386460374765,-127.15317283126447,-125.99438379665474,-125.65915457492358,-126.93921632838332,-126.70214239976454,-127.67289733588576,-129.25790102040634,-127.85226592571198,-128.06095644592682,-128.99558566330995,-127.87806856368871,-128.15442176642958,-128.3060039035605,-128.0356649163397,-128.1104566789452,-129.78898261219265,-130.2924785480818,-130.9363501132022,-133.58041156276164,-132.7688954796415,-132.08786221755543,-132.1304585717033,-131.9117279033853,-130.80389501392153,-131.02359844986896,-133.29558319275145,-131.69344749319495,-133.16451907971154,-133.04370425028102,-133.19607257514411,-133.55822795507876,-135.85498419680053,3,1,0.0,0.0,0.0,0.0,1.0,1.0
