,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,id,category,label_h,label_e,label_x,label_a,label_c,label_o
686,-66.36287600531904,-76.60998904970363,-88.14983727952104,-97.5568517647304,-110.6436454150021,-66.10314278522776,-76.38770922618845,-87.5085437229329,-97.72532388986583,-109.98294331878279,-75.9720508688603,-84.89828823341352,-91.94914103606516,-99.42351029933262,-111.510901039111,-76.07955821579978,-85.35648167652545,-91.92836889347015,-100.15938880135126,-111.10077655446786,-72.89026854118974,-83.15571538284195,-91.80517050436124,-96.45297374134202,-111.72075953732801,-76.70880575240787,-86.78114807467223,-93.35032131383555,-100.52360372659572,-111.36333081643768,-82.21107857850951,-88.8102687779355,-91.62054889802171,-99.65161519054453,-111.69546873974687,-82.86308634814603,-89.88995584247036,-90.89999142292822,-100.61418361007897,-111.01892779149716,17,1,1.0,0.0,1.0,0.0,0.0,0.0
687,-86.48334650961333,-90.98452083224089,-95.32905367926378,-99.61256574816333,-112.13507470886304,-86.80194264322316,-90.78035159184607,-95.46584947877344,-99.8485703256373,-111.99692957558247,-85.96363647980196,-89.62944199091909,-94.42417131420925,-99.45614760850434,-112.08573788337993,-86.39614826410113,-89.94321171253445,-94.58134166746652,-99.37018199970554,-112.22966641935204,-87.4709544062165,-90.85589222126835,-94.01512567146213,-99.45108086872852,-112.46568284416496,-87.59835647986962,-90.7289549405568,-95.8931603291129,-99.81870849671193,-111.88906556025536,-85.19896478016555,-90.4029069407453,-92.87155514725264,-100.20161449856275,-111.88578960433917,-85.98048456764978,-89.77829939669547,-92.88261546589298,-99.32446437742064,-112.08462937596246,17,1,1.0,0.0,1.0,0.0,0.0,0.0
688,-71.60226987739108,-80.7532937541488,-90.87240139377356,-98.34603816662619,-110.16440379125697,-72.05722427794933,-81.6949067682562,-91.20804750048111,-97.704932167552,-110.61444135202863,-80.59009286968733,-87.7065325051587,-94.51682037739074,-98.66757360757786,-112.26048574167648,-81.53721031844272,-88.04946390518776,-94.87273096755602,-99.1564363925061,-112.52012758019391,-77.45220001785262,-85.97217756910537,-93.45177551626608,-99.03171693078517,-110.7183348496815,-83.1556171113701,-91.01262330168936,-97.17423549529244,-98.76354030707503,-112.5383324837437,-85.07130642981048,-89.56121540881759,-93.96292923825129,-99.35791359555188,-112.41850918145273,-85.18676803146711,-89.41452124665278,-94.51946065406459,-99.32721714764978,-112.44354085391336,17,1,1.0,0.0,1.0,0.0,0.0,0.0
689,-69.58656627513871,-79.60511168054734,-91.55931706264366,-98.29570661848487,-109.56060798962525,-69.16118919880746,-79.58782925779508,-90.67267877866519,-97.92023816938985,-109.5239141818358,-79.40042104454288,-87.7909543104012,-95.54528259942943,-98.47712703261155,-110.22143535989697,-79.16249227331474,-88.19215422111492,-95.5735582499893,-98.74151613563993,-110.30420943428004,-76.3086371497392,-86.03791869670735,-94.80375390214462,-98.41678422378018,-109.51241226108814,-79.67475265649611,-89.84034773386993,-95.95172058814873,-99.23498787736688,-110.4149069278647,-84.97851974101805,-89.64086498231646,-93.56847728977627,-98.56717695297512,-110.2259533049662,-85.50312625043046,-89.74295409720952,-93.63412262635518,-98.59870686695993,-110.23039129570022,17,1,1.0,0.0,1.0,0.0,0.0,0.0
690,-72.90061710074292,-83.98193514983289,-93.99621724440641,-100.87536234862239,-109.70079840807122,-72.32842110027022,-83.32941283278004,-93.7218145286735,-100.3872482027827,-110.24849207799376,-82.19871609880832,-89.51975913831886,-96.09543071762566,-102.17235867441487,-111.09501076509751,-82.29419023373976,-90.01825776484975,-95.82816735550767,-102.04086536976948,-111.01892494479881,-79.11860544293444,-89.5984401737354,-96.00356333819218,-101.00692567893773,-109.93046761336603,-82.94086117043105,-90.94499896645908,-97.96424778811422,-101.26930202083025,-110.96940715318111,-86.46452873861125,-89.98604541322348,-93.47469159900713,-102.20658818019507,-111.11471616644312,-87.18760244142793,-90.2281386666653,-92.4772815406354,-101.6304403508333,-111.72678593766351,17,2,1.0,0.0,1.0,0.0,0.0,0.0
691,-70.10592129656733,-81.78188398258314,-89.38117762577141,-97.09952134845288,-107.22330214774772,-70.16536108634257,-81.75294136358988,-89.12961393983338,-96.71495388727294,-107.37083665920238,-79.59847685084101,-88.74858917015959,-93.91339421360455,-99.20966270579103,-111.48725239238414,-80.53145193794036,-89.17529202692131,-94.24268150843906,-99.56244766742863,-112.01395330093432,-75.59994799054137,-88.10129549673185,-93.35559937480902,-98.80827226188345,-110.42825951193747,-82.0757830785079,-90.63641105764324,-95.6013315904736,-99.79865539843162,-111.79342757631133,-85.61328763997864,-89.79956492004143,-95.13843630421063,-99.95551220360313,-112.18140158550005,-85.32852139428584,-90.3410302548018,-94.27718346716539,-99.96314273547665,-112.35379571920473,17,2,1.0,0.0,1.0,0.0,0.0,0.0
692,-72.1956755750368,-81.71852708725615,-92.81172712330178,-100.13957224238172,-113.97016549236675,-72.03248648568108,-81.91503712399017,-92.76111371200813,-99.98690407515637,-113.52007990582366,-81.83258154210986,-88.48957198579255,-96.09252525100901,-100.10945488941721,-113.97863306758634,-82.07947056948439,-88.59043189030061,-95.61429114397299,-99.25510963738881,-113.82337049064775,-78.50682779319719,-86.96168423406014,-94.44915657977555,-100.6333480218075,-114.3583330488889,-82.60696748122511,-90.72545712788903,-96.73017995484045,-100.56104885921359,-113.73594412400598,-86.58667178564176,-89.9877952972331,-95.09404844032028,-99.59906891078484,-113.37103432325391,-85.92160460678878,-89.45528008180916,-91.70813093263592,-99.23543301992412,-113.905879522394,17,2,1.0,0.0,1.0,0.0,0.0,0.0
693,-67.42641110491212,-78.39044721970659,-91.48899723118888,-99.37106651104713,-112.14358713501457,-67.1627238671511,-78.32785907813758,-91.72742173427623,-98.63342702140086,-111.97574661483151,-77.6262161518326,-87.87725066221321,-94.067020056497,-98.75462960629021,-112.6962420412236,-77.94545828854483,-87.78225760579646,-95.33161514776587,-98.52413171317485,-112.7859444023407,-74.15377341723698,-85.04519775062234,-93.94929582743906,-99.24548613298566,-112.49867204179787,-78.1919342861893,-89.15107162613603,-97.26655248261824,-100.17619129223726,-112.36146539621735,-84.2366000363119,-89.04229970182928,-93.79530342090555,-99.57723554883457,-112.34242865537834,-83.99245638331664,-88.70050103378045,-92.07795662228973,-99.42049236338795,-112.44603919674866,17,2,1.0,0.0,1.0,0.0,0.0,0.0
694,-73.81668685164423,-84.1956620245938,-97.09302750912528,-98.35954548788447,-111.93988995544862,-74.173826592319,-84.48554103777397,-96.24809855336736,-98.91893731620547,-112.2951766870103,-83.05323365810565,-90.33998892654697,-96.97493035786422,-99.6657781212877,-113.31432911792302,-83.43415333033374,-91.26599614552205,-97.8262536247608,-100.34956719189327,-113.0512539553112,-80.02079407458679,-88.88036530399131,-96.18086539488793,-98.58106771760472,-112.30472083603289,-84.06203328538132,-92.259279676885,-99.25913276202638,-101.26330941073647,-112.59286484472756,-87.38605487683307,-91.20731805256537,-94.36620927145405,-99.22266115566094,-113.31995528014717,-87.47470938814585,-91.90816660353646,-93.37485500358561,-100.18927373912832,-113.21000378774185,17,2,1.0,0.0,1.0,0.0,0.0,0.0
695,-72.38406107704034,-82.95971758359153,-92.84952882620101,-99.50271292982731,-111.6340051368931,-72.05839155902852,-83.11404680809174,-93.18332090736247,-99.50208519782423,-112.36531941823415,-81.3745353006779,-87.38459410441764,-95.23959541747097,-98.95120126820721,-112.58640145603168,-80.94994351086999,-88.70442251832364,-95.07835510698442,-99.85825955684179,-112.6594587919058,-79.54524649094408,-86.87066842220764,-95.33157431199169,-99.04976702442598,-111.71998459579663,-80.75580201735036,-90.5220619105626,-96.2640217170076,-100.37764580490506,-112.31238104411615,-84.84934962787348,-88.66602855004535,-93.2636275154465,-99.24083942507083,-112.54197659003744,-84.62020304595528,-88.28455744952015,-92.87948133882512,-98.85551925751926,-111.76221250694552,17,1,1.0,0.0,1.0,0.0,0.0,0.0
696,-71.20635771194961,-80.69846220343342,-91.11629666587316,-96.51645036175474,-106.40969060247272,-71.58713485397843,-81.17958677085045,-91.79150394047326,-96.11646085691297,-106.3996641680268,-79.92412992714692,-86.8577665754508,-94.0630571428892,-97.2822080281239,-105.58679630623968,-81.57189913056581,-87.32146639561952,-93.68098527969168,-98.37254565069574,-105.13537778956332,-76.53503803851362,-85.58197973921729,-93.12729010282322,-96.80294250140713,-105.76397406340753,-83.2287764304561,-88.9794674467281,-95.23148755978555,-97.42204092613852,-105.62428624081787,-85.35370165448936,-88.72702670582571,-92.8004955763281,-98.01182042674682,-105.84732933453313,-85.5780546550197,-88.87322685501084,-91.96473606429458,-97.85006466785762,-105.33144667282407,17,1,1.0,0.0,1.0,0.0,0.0,0.0
697,-70.43887796104892,-80.68411875283206,-91.64347057099398,-98.83123964949289,-110.70881794892583,-69.85150659078894,-80.00917982024838,-91.22518871810094,-99.04048309444903,-110.49426556429673,-79.2983886417002,-87.43377201060633,-94.61337774930382,-100.60239244180379,-111.56954516855944,-79.69159416013346,-86.99073658138973,-95.37884236961118,-101.35687203507509,-112.10769058910792,-76.32784634533107,-86.093334435904,-93.97789570209099,-99.54069609546052,-110.98685564654822,-79.33799705572581,-88.13575922358872,-94.85372469730734,-100.7219489707044,-112.15160135417447,-83.73026651330603,-89.09875961961717,-94.30625781301652,-100.73654010800007,-111.43478161472765,-83.74930557366612,-89.26810519589252,-93.89795706142263,-101.09215169327638,-111.29319385114259,17,1,1.0,0.0,1.0,0.0,0.0,0.0
698,-68.81849542711473,-80.02747924544481,-93.31683186734067,-97.14740551056458,-108.14385661530906,-68.514118182142,-79.41041203254018,-92.30310183081671,-96.77279137592721,-107.52512723818097,-77.46189640408674,-86.43623854531712,-94.88933414165807,-100.92689032079129,-110.99595944549172,-77.85256253610478,-86.53688909678344,-95.1141654563544,-100.41646702396852,-111.31986620384289,-74.64107883867358,-85.11636973095915,-94.88751847397404,-100.07330042492563,-110.26219805140569,-78.38688659644372,-88.25852358176924,-95.87209549674583,-100.44598542962501,-110.70549311492869,-82.21705005734174,-88.01557557180729,-93.00733897481037,-100.99577120414237,-111.87383950761662,-82.19227877516985,-88.79248234308874,-93.67697349994317,-101.22425868947994,-111.71678246780921,17,1,1.0,0.0,1.0,0.0,0.0,0.0
699,-69.30760108505292,-81.83295436818199,-93.55584054467754,-99.37251107576559,-114.29183593964004,-69.0617973712797,-81.61513833275002,-93.3807980188343,-99.88851506202927,-114.25980027807498,-78.61943406279265,-89.55201286158017,-94.62489435657716,-99.76993071584674,-114.11198595378355,-78.4389513542111,-89.05014998068671,-94.33833994102642,-99.29019416647465,-114.49652444544986,-75.69433689494473,-87.51581138216903,-94.20844566838055,-99.43580643308321,-113.79882760686826,-78.48446026562013,-90.16555370677628,-95.33705304181674,-100.39148499363661,-114.37739577324214,-83.86868480565673,-90.71865427617097,-93.64004269444648,-99.66087157581933,-113.6854120421618,-83.49371317541603,-90.63127945328036,-94.09293144687707,-98.89417723524087,-113.26191642114615,17,1,1.0,0.0,1.0,0.0,0.0,0.0
700,-75.66049052999979,-87.37411560540107,-94.43480636203398,-97.04598823221416,-110.21434857345795,-75.02304491327395,-86.20551134508396,-92.65921885893366,-96.53575542821156,-108.33159147230964,-81.97512686474604,-89.00886676549666,-94.45405205634228,-96.76267977961153,-110.18767146557592,-81.79240562135271,-88.91037974122874,-94.13686777031882,-96.77495600880982,-108.97761644984894,-82.31204427100533,-90.92833650695138,-95.7533879594154,-98.847415655001,-110.57221967705019,-83.69414972205826,-92.47365643069942,-97.69518097591431,-100.04212765965725,-111.69465262618198,-85.51143922561288,-89.28700637941625,-94.36514558581435,-99.86285959105993,-109.6262772692763,-85.74533956403727,-89.80685646912065,-95.21557928386204,-100.27132803686285,-110.55605006370885,18,2,0.0,0.0,0.0,0.0,0.0,0.0
701,-69.47957520323033,-80.08757463114688,-89.37715681616305,-95.48714751770808,-108.3286224258822,-68.84630000413695,-79.66792311290268,-89.17347606777982,-94.66724218038237,-107.66943644419106,-72.35675777821615,-81.71046891126416,-92.154775953125,-96.26092992704422,-106.40938000841501,-71.73636103902822,-81.5184802919639,-91.89837866972341,-95.35055394781203,-108.20836239442032,-72.06346112898325,-81.75212067897554,-91.86952154245273,-96.64922467320184,-106.0878098481078,-72.10311299828975,-82.02135232156614,-91.83268646354053,-96.05154021394036,-107.58751395272414,-72.75274956794888,-81.66026772319937,-92.048098251486,-95.21803070691611,-108.72124974045734,-73.59465711971879,-83.12979389007035,-92.38270525838263,-96.3101451479595,-110.19815079680676,18,2,0.0,0.0,0.0,0.0,0.0,0.0
702,-78.65169947755327,-83.32886450058099,-90.64249552720224,-96.48946419722736,-108.4665766968426,-78.30667513766943,-83.38650159609317,-89.8565047306777,-94.54557609786431,-106.99730035711512,-84.61253880418583,-86.39756705892181,-93.86983971843628,-98.66253940392853,-110.67526231310056,-84.22147468344113,-87.20047589792287,-93.95414951226837,-98.53751410128994,-109.7438533654536,-85.24741226328788,-88.13345964312637,-96.2859374736266,-100.44158425948086,-108.9834748221788,-85.8491766183543,-90.08792907612319,-96.19849629279119,-99.29407317632743,-109.79792787029665,-87.06854340169559,-86.38677993114126,-93.37559539492372,-101.23911976508967,-111.2568807150116,-86.55435814472055,-86.70258839829172,-93.53089406026328,-100.43758952993365,-111.2070103155849,18,2,0.0,0.0,0.0,0.0,0.0,0.0
703,-75.23433873844118,-86.30698199399596,-93.36918431109318,-99.26442626398503,-111.632229380465,-74.24856031597027,-85.77755207203168,-92.54916054130952,-97.44474995995677,-111.27033388060914,-82.62137576888675,-86.35514343436618,-93.5315588235057,-99.71591973362565,-110.44299018236657,-80.74072794713075,-85.45946010681595,-92.64255316713557,-98.97870450445765,-109.99758006864235,-83.97366178521534,-89.48549168348018,-95.56126021191236,-100.88135160601574,-110.34891478614949,-83.6803309298815,-90.29233773135162,-96.12961134568678,-99.88877713543889,-108.66717139630752,-85.42686629015839,-84.63861860505898,-92.42695878492125,-99.71375761065346,-111.3909027207062,-84.40634767703479,-85.23051982000581,-91.34456297054086,-100.19117216165112,-113.08872943801956,18,2,0.0,0.0,0.0,0.0,0.0,0.0
704,-75.8794836804418,-86.04996492241577,-94.26739259895572,-100.6134510063106,-112.3467214973038,-74.65252829854053,-86.00970914685716,-95.40402772110802,-98.49196521076121,-110.09914842892563,-82.99511368389028,-89.20170050665357,-94.69558841736415,-101.1969699609242,-111.79451927639059,-82.06471350173788,-89.22185640597517,-94.83082366326596,-102.25604593679009,-110.65758750172202,-83.24704210011754,-90.4377805214445,-96.66604935336119,-101.94036029781816,-111.98313688674264,-83.43444482142716,-91.45377276252253,-96.98700883039736,-102.34330041690713,-109.50205517447499,-87.60951012538189,-89.34043001521106,-93.35642869293861,-102.24336431470377,-111.05265767015058,-87.67345310784486,-89.86027975650794,-92.382177886379,-101.83340961266309,-111.32889484239571,18,2,0.0,0.0,0.0,0.0,0.0,0.0
705,-86.49386353726996,-88.78419990683646,-93.78312523075662,-98.88233566988731,-111.45950241781654,-85.77437978395196,-89.1723118563926,-94.9280257493999,-96.23637190580536,-109.25672808066616,-87.7348599189612,-87.96510551069032,-95.35404383081492,-99.92871494325988,-110.32789693554824,-87.03631444621391,-88.5535279227631,-95.245496635373,-97.96804832537856,-110.53293575590132,-89.37345557852801,-90.50002752956595,-95.57894102500354,-99.3338390431637,-110.2660193003909,-89.64707303949459,-92.51621643135886,-96.80930280607913,-100.60414637499306,-110.03187588348821,-88.63120379898363,-85.42588071566573,-94.44093963994726,-100.23216345086823,-110.08307830743392,-87.65157562110245,-86.1105590520693,-95.09587486651222,-99.88018632670597,-111.23164441266587,18,3,0.0,0.0,0.0,0.0,0.0,0.0
706,-74.71772434632248,-85.72576242106098,-93.04861231338899,-97.13796606887003,-111.65760215183539,-74.19787505866056,-85.30826558182392,-93.47072040922107,-94.8063191628946,-109.9198893307579,-82.8390076139855,-88.82068262971275,-93.98462811338744,-99.16815183490652,-111.44109312818327,-82.298078390815,-88.21262442142874,-94.1114243194552,-98.76544291921545,-109.77955783323915,-82.81139484786394,-89.24441373829744,-95.49262914969027,-99.20907774972176,-110.64877709878795,-83.63833104599884,-89.76224138439085,-97.29297042681586,-99.15123622372334,-109.33046555236429,-87.63620562883702,-87.32522440487999,-94.12306975202517,-98.80200443164385,-111.81484146234318,-87.53501918042514,-87.6824426143329,-93.87990827696271,-98.81288196914072,-111.99501686533233,18,3,0.0,0.0,0.0,0.0,0.0,0.0
707,-82.09675681860946,-86.9273830567566,-92.92812620089555,-97.93329750257976,-109.94325789768574,-82.46586964418582,-87.30719624247138,-92.36742852052322,-97.69947977422662,-111.67253566305251,-85.38299391068318,-87.96228250775624,-94.62560368427756,-98.84501096565839,-109.25326764130082,-85.3945117777643,-87.88435457904525,-94.3236757093766,-99.38999392709195,-109.01810080655531,-87.27763225881057,-90.10993188286096,-95.41468626097318,-99.32058330815197,-111.48361740917866,-88.11788937212066,-90.64274391153162,-96.49673409218721,-99.34572624678012,-108.84497409756939,-86.75854086358137,-85.34207322283955,-92.72774253675658,-99.90704746404651,-110.3699370126327,-86.2015740896652,-86.51973541893102,-92.93349641552227,-100.19964059709724,-110.72518167720519,18,3,0.0,0.0,0.0,0.0,0.0,0.0
708,-73.66991642393823,-83.74768824072673,-95.52276262278048,-96.11773142515717,-115.0280417169694,-71.69392064015204,-81.63451417745414,-93.19301955099507,-95.76605252959945,-108.21975772479787,-80.55005387934499,-85.28114517578334,-95.36236311218785,-97.55549813532991,-110.63028788859796,-78.98892555034342,-84.76146062716026,-94.84724929397086,-96.29509844686795,-110.60447469780478,-81.55870804026733,-87.39244666063398,-96.67999160556622,-100.68400061698996,-113.18596941235745,-81.21904075074795,-87.51799777288228,-98.47553513000882,-99.94447844277181,-108.54781271268618,-86.14800558844614,-86.40878890899145,-94.29405116187013,-99.62712205190013,-113.17793233197413,-85.2983260458973,-86.61407355984304,-93.25384876089348,-100.03961964641596,-113.53003629018511,18,3,0.0,0.0,0.0,0.0,0.0,0.0
709,-85.4602209590551,-85.61440420558299,-94.6113833368398,-97.86602675216693,-113.7157739137745,-85.36164167797023,-86.37459398972418,-95.02134530279689,-94.02986150728037,-111.78743919269188,-85.77022581982763,-84.98407187822067,-94.82415002917507,-100.58814321456214,-112.51058665590102,-85.88693687117052,-85.72902611395087,-94.40331413176011,-98.98116263246253,-112.16861365806614,-87.07843601787184,-86.767283199291,-94.97487757345979,-102.23204010522893,-113.56272911102283,-88.14627446581802,-88.21651599478854,-97.16584508216746,-101.07436771182341,-111.44346878596572,-86.06604858723554,-83.54340358342026,-91.54929534918122,-99.94778779887938,-113.27425230057634,-85.58098155675795,-84.20920612423646,-91.76144987114542,-100.32544638384367,-114.98504765297484,18,3,0.0,0.0,0.0,0.0,0.0,0.0
710,-70.87718782037678,-81.56942683966835,-88.06200880162476,-95.38843931577551,-104.93980089281578,-70.31017000806618,-80.18318777319197,-86.56146243515948,-96.04306802275192,-105.26192542957686,-80.86007054256667,-88.0763547990297,-93.91583591627422,-97.71511794951417,-108.98881696089799,-79.5761010138782,-87.57366767756123,-93.72753304300619,-97.72375924993229,-110.41090607057468,-80.55691240026944,-88.6282182789523,-94.54816173440058,-99.90205427050937,-108.81922315195541,-79.78621758747911,-89.00694286876379,-95.713198825296,-99.05580602290725,-107.65869695320872,-84.33197767239284,-87.73064956363166,-95.33048834001079,-99.96089899209701,-111.90166280137282,-84.26449214187207,-87.7431613206261,-93.93096518591848,-98.54469138528601,-113.10484990834718,18,2,0.0,0.0,0.0,0.0,0.0,0.0
711,-73.75980737854455,-85.69666811880069,-95.145156245879,-98.04330685168088,-109.25151374649346,-73.09035994910401,-84.88243582714004,-94.60243734969758,-97.5821250562465,-108.70855697346855,-80.6639616649825,-87.79955696849129,-94.55039368424913,-97.68655849791224,-109.23953125142086,-79.91397593693718,-88.16265959300837,-94.61038532758866,-98.28811647109895,-108.78872941608921,-80.77712732407622,-88.71098125584558,-96.16075116915923,-99.27757988126103,-109.7781644477211,-81.21106015673071,-90.9755004953418,-96.83371387972856,-101.50739405443927,-109.27776598302958,-85.0295280203184,-86.67443516702896,-93.44711538689715,-99.93933915676155,-110.39143863736578,-85.28523446802367,-88.7256078578175,-92.9198450485984,-100.86602653781117,-111.49140594035812,18,2,0.0,0.0,0.0,0.0,0.0,0.0
712,-73.07241974541441,-83.12881526531464,-93.26007256148996,-96.67884430738584,-110.69135769938738,-72.13030062860469,-82.80186406521469,-92.29914057594611,-95.32917065370083,-109.69092520399927,-80.29428894933827,-84.59318800900175,-93.6407684612469,-94.97121657431462,-109.33907249941562,-79.72968848016589,-84.54237673096799,-93.34074569862908,-95.85690811783566,-108.71736843574223,-80.64312366193587,-86.48807340655915,-95.42503633570972,-101.20307523712128,-110.38561377966147,-80.50539599901866,-87.00209896928571,-97.00370463639844,-99.76159127776239,-109.15356087813272,-85.70753460808572,-82.58749815869726,-93.35962852984844,-98.6860234515536,-111.99159100523815,-84.79628015289443,-84.24807705304788,-93.3350392144109,-97.84567011496628,-111.7926811111742,18,2,0.0,0.0,0.0,0.0,0.0,0.0
713,-83.7300398209836,-86.7375372658499,-92.31187236540592,-94.15382318722182,-110.60876620855792,-83.41868022165431,-87.34133706196229,-92.55977689799681,-93.71588759295338,-109.93328935127052,-83.91729833393617,-87.25455165384236,-92.81721240129306,-96.43780430420689,-110.77685180079612,-83.568169681169,-87.18532942636128,-93.36625651424471,-96.75626350221717,-111.42123635965939,-84.05299570908963,-87.35751545335012,-92.77582262462191,-99.97574341359497,-109.28520553082784,-84.09673399152152,-88.68237060241827,-94.63400794511404,-101.42103271032694,-110.32768076986677,-83.65648442960628,-85.82447498708507,-91.78877603283053,-100.20954614104681,-110.72830149147254,-83.86815823716168,-86.37116379128813,-91.8196404394317,-100.32810911062586,-111.87928356147061,18,2,0.0,0.0,0.0,0.0,0.0,0.0
714,-76.31718997788259,-83.95006117509618,-90.38323149522819,-94.06400932020964,-110.50911071614946,-75.32316408786458,-82.86546889346062,-90.63136821258367,-92.60672349845638,-109.13864206153627,-82.74059298827538,-86.48552852440689,-92.17054320503905,-97.66134451944194,-109.9852163679259,-82.69179199238764,-86.22561941326681,-91.99031959543971,-96.08898174821375,-108.08691892308258,-83.46162442394045,-87.13664791992345,-93.25706692381351,-100.72788058040746,-110.32495340003837,-84.95421046084113,-88.32359021214587,-94.39636284143842,-100.67684472219204,-109.83566316894598,-85.07866598702651,-86.7076210515873,-92.4715051431395,-101.00285638792519,-113.4351698882146,-84.68466119103111,-86.80861964925684,-93.05024828523366,-101.75837648060833,-113.50485785393785,18,2,0.0,0.0,0.0,0.0,0.0,0.0
715,-87.33477185894101,-88.72401991894014,-94.93933147392772,-96.56084389824025,-110.53847442416546,-89.27418009332314,-89.48919683095758,-95.61827150056011,-97.08829540008455,-111.1181307540387,-86.60177952157788,-87.33506995336845,-95.83888834117842,-99.17679183913859,-110.27472191441456,-89.12860629336558,-88.19557852971427,-96.04954101334643,-97.83867393261903,-110.18173944553209,-88.22868760942043,-88.05859411598603,-97.42818419568923,-100.4743678438912,-111.79772304930255,-90.14777967309632,-91.16925041547779,-97.59901311308136,-101.00456058157744,-109.02532671265034,-87.69927333918942,-88.96992629238505,-96.0613050449249,-100.59122500509174,-111.49326431894545,-85.90577273269516,-89.01383961444566,-95.30635334377067,-99.9656559544429,-113.398646800487,18,3,0.0,0.0,0.0,0.0,0.0,0.0
716,-87.51136061404624,-85.73566994354883,-94.09051963546788,-96.72191564306657,-111.68502196283231,-87.11395279221617,-85.8815060383857,-93.9621134734054,-97.78666397338085,-110.07684463420325,-85.73279928147032,-84.02910092111713,-94.07029317425722,-99.75249233106793,-111.01051814591173,-85.6919545305786,-83.99374679622301,-93.67136631473431,-99.2644129740437,-111.69434800489708,-88.79745575272386,-86.84615807008684,-95.87085598898271,-100.08592256515757,-110.6889124161076,-89.50827720886089,-87.25838047464788,-95.82881335309678,-101.24596096267379,-109.75226826851666,-84.96832225883028,-81.31670937951813,-91.6409406509741,-99.72842848400495,-111.72937054229169,-84.54774398532311,-82.07666107935648,-91.52298628635735,-99.9316766125688,-112.79993224522995,18,3,0.0,0.0,0.0,0.0,0.0,0.0
717,-87.42318177351038,-86.25107110946504,-91.83725116753729,-94.85923368397164,-112.33291912358652,-87.3730529888458,-86.50758508539161,-92.74425022170995,-96.62418188844697,-112.68603668332258,-85.38806782006017,-84.8269721447669,-91.94129013396181,-97.77195022352396,-111.79887738527194,-85.55618210826142,-84.79525325769485,-92.68635418006482,-98.84376711730465,-111.94306423058651,-88.02340275040083,-87.29613659354996,-93.78125152488586,-100.5775493812416,-114.12431770702884,-89.23427892689097,-88.0991373083022,-95.82688137014038,-102.82815306217654,-112.07639762988688,-85.75905230242411,-81.68110767595937,-92.05811312557289,-101.1502628825182,-113.89233135390691,-85.35716573756287,-82.82783667263261,-91.0461868462661,-100.84975472076948,-116.35699989168506,18,3,0.0,0.0,0.0,0.0,0.0,0.0
718,-87.86115928880153,-84.72013987157533,-92.43231232937354,-93.88168177752804,-112.31864075508176,-87.13720166718238,-84.73718796459556,-93.1853290221798,-95.60975381201496,-112.52342835764829,-86.33966432675437,-83.61667009484053,-92.2297665728293,-97.88775135752874,-113.17063884139023,-84.44436090111459,-83.73142853552089,-93.2332852530562,-96.5120106670858,-110.29607445959132,-87.85747466746915,-85.67052990787234,-93.88150507450703,-101.05648574423657,-114.18445591949278,-87.93127462753729,-86.22109234432422,-95.70971316468757,-102.06428674150195,-113.36027398213858,-85.74436769321144,-82.87267050229889,-90.13767263878727,-100.7744669157814,-116.0036240551089,-83.91054883965958,-83.3736039419843,-90.94797393814534,-101.07738237967612,-119.22121918623188,18,3,0.0,0.0,0.0,0.0,0.0,0.0
719,-87.33396097602876,-87.48632689154957,-94.41276393148748,-94.59391148035999,-111.89155447783935,-84.83878495256376,-86.42122772980208,-94.63536090391075,-95.23342070310143,-110.31577092471179,-85.10770780909512,-85.41439308262176,-91.47675235725754,-97.58997376421439,-110.45410006923362,-86.7166331345881,-85.86653398422533,-92.34830461802682,-97.79660190597991,-113.34402842734667,-88.61080745996234,-88.31572985365364,-94.05980476838515,-101.54911137932103,-112.51641110581681,-87.48292146648501,-88.1613695766155,-96.12397603012252,-102.69201194899526,-114.18166063215776,-87.01241195725163,-83.9191010744785,-91.66373131843316,-100.97015353159836,-114.1034047517973,-85.72245886416528,-84.27603812553514,-91.3313735502797,-100.48246222385299,-115.45185928595546,18,3,0.0,0.0,0.0,0.0,0.0,0.0
720,-89.21277583400146,-90.93974010065165,-95.82281159890991,-97.42979653672081,-113.2932456876811,-88.35969703374482,-91.51237031810481,-96.516041402234,-97.10486080305307,-113.82006652830543,-88.1906132217251,-90.61721103941218,-95.22579854200205,-99.20421169734125,-111.25591145540542,-87.54827215824896,-91.31991894412941,-96.4696430961302,-98.85025735249981,-113.14730966429127,-89.63276564902024,-91.62580824503127,-97.73041066295667,-100.9788327393561,-114.16768748541412,-91.56134905986801,-92.48437785809843,-99.01641755131266,-102.15964886982674,-113.08470261835156,-88.03355519819257,-89.44257436558138,-93.79287660664714,-100.58450462179805,-113.56194149944338,-86.4526851453559,-89.7874264785155,-94.7903750954757,-100.74916579087434,-115.20797467330716,18,1,0.0,0.0,0.0,0.0,0.0,0.0
